product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
Yogur limon,4 x 125 g,Veritas,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Flavoured fermented dairy desserts, Yogur de leche de vaca, Yogures de sabores",100g,100g,85.0,kcal,3.7,g,2.1,g,13.0,g,11.0,g,4.1,g,0.4,g,0.16,g,85.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
Leche entera,,Alimerka,"Lácteos, Leches, Leche entera, Leche de vaca",100g,100g,64.0,kcal,3.6,g,2.4,g,4.7,g,4.7,g,3.1,g,0.15,g,0.06,g,64.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
Dulce de plátano,265 gr,Bodegas Platé,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Untables, Untables vegetales",100g,100g,236.0,kcal,0.12,g,0.03,g,58.0,g,26.1,g,0.87,g,0.013,g,0.0052,g,988.0,kJ,,,en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
Bollos brioche de espelta,250 g,Biopanadería,"Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Brioche",100g,100g,366.0,kcal,9.2,g,1.4,g,45.2,g,16.9,g,9.0,g,0.3,g,0.12,g,366.0,kcal,en:pastries,"en:sugary-snacks,en:pastries",en:3-processed-foods,c,"Cereales, Panadería y Pasta"
Caldo de pescado,,GOURMET,"Caldos, en:groceries",100g,100g,4.0,kcal,0.1,g,0.0,g,0.4,g,0.0,g,0.3,g,0.8,g,0.32,g,4.0,kcal,,,unknown,c,Comidas Preparadas y Envasadas
La quesera de la Vera,,La Quesera de la Vera,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra",100g,100g,277.37,kcal,23.37,g,14.1,g,0.93,g,0.93,g,15.83,g,1.0,g,0.4,g,277.37,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
Biochoc,200 g,bioBética,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, fr:Pâtes à tartiner, Cremas a base de avellanas, Cremas de chocolate",100g,100g,548.0,kcal,29.1,g,6.2,g,65.4,g,62.3,g,3.8,g,0.0,g,0.0,g,548.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
Verduras para cocido,,hoymecuido,Verduras variadas frescas,100g,100g,,,,,,,,,,,,,,,,,,,,,en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Guarnición de verduras asadas,200,La Sirena,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Congelados, Hortalizas, Alimentos de origen vegetal congelados, Verduras y hortalizas congeladas",100g,100g,79.0,kcal,1.8,g,0.2,g,12.0,g,4.3,g,2.4,g,0.73,g,0.292,g,79.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
Judías con chorizo y tocino,420g,Diamir,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Canned legumes, Canned common beans",100g,100g,101.0,kcal,3.4,g,1.23,g,11.5,g,1.4,g,6.9,g,1.22,g,0.488,g,101.0,kcal,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,c,"Carne, Aves y Productos Cárnicos"
Queso fresco,500 g,La Pasiega de Peña Pelada,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco",100g,100g,138.64,kcal,8.8,g,4.1,g,4.1,g,3.8,g,10.58,g,0.89,g,0.356,g,138.64,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,c,Lácteos y Derivados
Nectar de piña,,Gourmet,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Néctares de frutas, Néctares de piña",100g,100g,47.0,kcal,0.1,g,0.0,g,11.3,g,9.8,g,0.2,g,0.01,g,0.004,g,200.0,kJ,en:fruit-nectars,"en:beverages,en:fruit-nectars",unknown,e,"Frutas, Verduras y Legumbres"
Crema de vinagre al mango,25 cl,Bodegas Platé,"Condimentos, Vinagres, Cremas de vinagre, en:groceries",100g,100g,133.0,kcal,0.26,g,0.1,g,32.6,g,21.8,g,3.0,g,0.06,g,0.024,g,556.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,not-applicable,"Salsas, Condimentos y Aditivos"
Crema de vinagre al pimiento,25 cl,Bodegas Platé,"Condimentos, Vinagres, Cremas de vinagre, en:groceries",100g,100g,123.0,kcal,0.27,g,0.1,g,30.3,g,19.2,g,3.0,g,0.06,g,0.024,g,514.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,not-applicable,"Salsas, Condimentos y Aditivos"
Vino do rioja bardesano tinto crianza,750 ml,Bardesano,"Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España, Rioja",100g,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,kJ,en:alcoholic-beverages,en:alcoholic-beverages,en:3-processed-foods,not-applicable,Bebidas Alcohólicas
Corazones de alcachofa al natural,350 g,Consum,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Hortalizas, Verduras y hortalizas en conserva, Verduras de tallo, Alcachofas, Alcachofas en conserva, Corazones de alcachofas",100g,100g,23.0,kcal,0.2,g,0.0,g,5.2,g,0.63,g,1.2,g,1.02,g,0.408,g,23.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,"Frutas, Verduras y Legumbres"
Panceta,560 g,ElPozo,"Productos a base de carne, Carnes, Carne de cerdo y sus productos, Carne de cerdo",100g,100g,,,,,,,,,,,,,,,,,,,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",en:1-unprocessed-or-minimally-processed-foods,c,"Carne, Aves y Productos Cárnicos"
Arroz bomba,1 kg,Isla de Buda,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Arroces, Arroces de la variedad japónica, Arroces para paella, Arroces de grano corto, Arroces Bomba",100g,100g,333.0,kcal,2.0,g,,,,,,,7.1,g,,,,,333.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,unknown,"Cereales, Panadería y Pasta"
Cacao puro en polvo desgrasado,750 g,Valor,"Cacao y sus productos, Cacaos y chocolates en polvo, Cacaos en polvo",100g,100g,375.0,kcal,16.0,g,10.0,g,16.0,g,0.7,g,26.0,g,0.03,g,0.012,g,375.0,kcal,,,unknown,unknown,"Snacks, Dulces y Postres"
Tortas de Alcazar,,las canteras,"Botanas, Snacks dulces, Galletas y pasteles, Bolleria, Torta sevillana",100g,100g,330.0,kcal,2.2,g,0.76,g,70.8,g,43.8,g,6.3,g,0.71,g,0.284,g,330.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:3-processed-foods,e,"Cereales, Panadería y Pasta"
Filetes de Caballa de Andalucía,"120 g (neto), 81 g (escurrido), 125 g (nominal)",La Tarifeña,"Productos del mar, en:Fishes and their products, Conservas, Pescados, en:Fatty fishes, Conservas de pescado, Filetes de pescado, Caballa, Filetes De Caballa, Productos marinos españoles, Caballas enlatadas, Caballa de Andalucia",100g,100g,197.0,kcal,11.0,g,1.7,g,0.1,g,0.1,g,25.0,g,1.7,g,0.68,g,197.0,kcal,en:fatty-fish,"en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish",en:3-processed-foods,d,"Pescados, Mariscos y Derivados"
Bollos brioche de espelta integral con chocolate,250 g,Biopanadería,"Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Brioche",100g,serving,384.0,kcal,12.4,g,3.0,g,42.9,g,15.7,g,9.7,g,0.3,g,0.12,g,384.0,kcal,en:pastries,"en:sugary-snacks,en:pastries",en:3-processed-foods,c,"Cereales, Panadería y Pasta"
Crema de aceitunas,200 g,oliambel,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Untables, Untables vegetales, Productos del olivo, Patés vegetales, Patés vegetales a base de aceitunas",100g,100g,336.0,kcal,35.0,g,5.0,g,1.1,g,0.5,g,1.7,g,2.1,g,0.84,g,336.0,kcal,,,en:3-processed-foods,d,"Frutas, Verduras y Legumbres"
Chips barbecue,160g,Coviran,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas",100g,100g,510.0,kcal,29.0,g,15.0,g,54.0,g,2.7,g,5.9,g,2.0,g,0.8,g,510.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",en:3-processed-foods,e,"Cereales, Panadería y Pasta"
Bombones chocolate con leche,150 g,delaviuda,,100g,100g,564.0,kcal,36.0,g,23.0,g,53.0,g,44.0,g,6.0,g,0.1,g,0.04,g,564.0,kcal,,,en:4-ultra-processed-food-and-drink-products,unknown,"Snacks, Dulces y Postres"
Viñedo Antiguo,750 ml,Torre Oria,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España, Vino tinto 13%",100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,Bebidas Alcohólicas
Limonada,1 l,Cal Valls,"en:Beverages and beverages preparations, Begudes, Begudes carbonatades, Refrescs, Llimonada, en:Lemonade with sugar",100g,100g,52.0,kcal,0.2,g,0.2,g,12.4,g,11.6,g,0.2,g,0.0,g,0.0,g,217.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,e,"Bebidas, Agua e Infusiones"
Aceitunas con hueso tipo Campo Real,200 g,1946,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas enteras, Aceitunas verdes enteras",100g,100g,152.0,kcal,15.0,g,2.9,g,1.7,g,0.0,g,1.0,g,3.0,g,1.2,g,625.0,kj,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,d,"Frutas, Verduras y Legumbres"
Chocolate negro 47%,125 g,Gourmet,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros",100g,100g,521.0,kcal,29.0,g,18.0,g,56.0,g,52.0,g,5.0,g,0.0125,g,0.005,g,521.0,kcal,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",unknown,e,"Snacks, Dulces y Postres"
Picatostes Fritos,75 gr,Martirelo,Pan frito,100g,100g,549.0,kcal,32.7,g,4.9,g,56.3,g,1.9,g,6.8,g,1.6,g,0.64,g,2291.9,kJ,,,unknown,d,"Cereales, Panadería y Pasta"
Seta de San Jorge,15 g,Cap d'Urdet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Productos deshidratados, Setas y sus productos, Alimentos de origen vegetal deshidratados, Setas, Setas deshidratadas",100g,100g,227.0,kcal,5.0,g,1.0,g,18.0,g,14.7,g,26.1,g,0.2,g,0.08,g,949.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Queso tierno,,Entrepinares,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",100g,100g,354.0,kcal,30.0,g,21.0,g,1.4,g,0.5,g,21.0,g,,,,,354.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,unknown,Lácteos y Derivados
Miel de España,,El Apicultor,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles",100g,100g,,,,,,,,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,unknown,"Snacks, Dulces y Postres"
Tomates,2kg,Amaco,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Tomates y sus productos",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Corteza de cerdo frita con aroma,,don frutos,"Productos a base de carne, Carnes, Carne de cerdo y sus productos, Carne de cerdo",100g,100g,489.0,kcal,29.02,g,10.84,g,0.05,g,0.05,g,57.0,g,2.52,g,1.008,g,489.0,kcal,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",unknown,e,"Carne, Aves y Productos Cárnicos"
Lomo embuchado,50 g,españa e hijos,"Productos a base de carne, Carnes",100g,100g,201.0,kcal,5.0,g,2.0,g,0.6,g,0.6,g,38.0,g,4.42,g,1.768,g,201.0,kcal,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",unknown,e,"Carne, Aves y Productos Cárnicos"
Pan rallado con ajo y perejil,250 g,Alteza,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Pan rallado",100g,100g,354.0,kcal,1.0,g,0.2,g,75.0,g,1.1,g,9.7,g,0.68,g,0.272,g,1502.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,b,"Cereales, Panadería y Pasta"
Mantequilla,500 g,Los doce linajes de Soria,"Lácteos, Aceites y grasas, Untables, Grasas para untar, Grasas animales, La pasta de leche, Grasas de la leche, Mantequillas, en:Spanish butters, Mantequilla de Soria",100g,100g,752.0,kcal,83.1,g,56.4,g,0.4,g,0.3,g,0.6,g,0.025,g,0.01,g,3093.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,e,"Aceites, Grasas y Productos Similares"
Confettis,100g,Dekora,Decoraciones alimentarias,100g,100g,415.0,kcal,5.5,g,2.6,g,90.0,g,89.0,g,0.9,g,0.1,g,0.04,g,415.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
Aceitunas deshuesadas manzanilla,450 g neto,Manzanilla Olive,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas",100g,100g,120.0,kcal,12.0,g,2.0,g,0.0,g,0.0,g,1.0,g,6.0,g,2.4,g,120.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,e,"Frutas, Verduras y Legumbres"
Filipinos con kikos,135 g,Artiach,"Botanas, Snacks dulces, Galletas y pasteles",100g,100g,494.0,kcal,23.0,g,12.0,g,63.0,g,28.0,g,6.4000000953674,g,1.5,g,0.6,g,494.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",unknown,e,"Cereales, Panadería y Pasta"
Aceite de oliva Virgen Extra,,La Flor de Malaga,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España, Aceites de oliva virgen extra, Aceites de oliva virgen",100g,100g,900.0,kcal,100.0,g,11.9,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,900.0,kcal,en:fats,"en:fats-and-sauces,en:fats",unknown,b,"Aceites, Grasas y Productos Similares"
Miel de Castaño,800 g.,Mel da Anta,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de castaño",100g,100g,,,,,,,,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,"Snacks, Dulces y Postres"
Fuet casero 3 unidades,,El Pozo,"Productos a base de carne, Carnes, Embutidos, Salchichas, Salchicha francesa, Embutidos de España, Fuet",100g,100g,453.0,kcal,37.0,g,13.0,g,6.0,g,5.0,g,24.0,g,4.19999975,g,1.68,g,453.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",unknown,e,"Carne, Aves y Productos Cárnicos"
Pimentón Picante,75g,Carmencita,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, en:Specific products, en:Products for specific diets, Especias, Productos sin gluten, Pimentón",100g,100g,,,,,,,,,,,,,,,,,,,,,en:1-unprocessed-or-minimally-processed-foods,not-applicable,"Salsas, Condimentos y Aditivos"
"3 claras, 2 dátiles, 4 almendras, baobab y melocotón",50 g,Paleobull,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas energéticas",100g,100g,363.0,kcal,6.71,g,1.89,g,48.53,g,31.11,g,25.15,g,0.0,g,0.0,g,363.0,kcal,,,unknown,e,"Bebidas, Agua e Infusiones"
Queso de Cabra Semicurado,250 g,"GM Food, Gourmet","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra, Refrigerados, Quesos españoles, en:Cheese from goat's milk from pasteurised milk, Queso semicurado",100g,100g,384.0,kcal,32.0,g,22.0,g,1.0,g,1.0,g,23.0,g,1.8,g,0.72,g,1592.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
Filetes de anchoa en aceite de oliva,50 g,Alerquín,"Productos del mar, en:Fishes and their products, Conservas, Pescados, Conservas de pescado",100g,100g,129.0,kcal,5.1,g,0.9,g,0.3,g,0.1,g,20.5,g,2.7,g,1.08,g,129.0,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",en:3-processed-foods,d,"Pescados, Mariscos y Derivados"
Bollos brioche con pasas y nueces,4,Biopanadería,"Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Brioche",100g,serving,,,12.1,g,1.7,g,45.3,g,13.3,g,9.5,g,0.3,g,0.12,g,1594.0,kJ,en:pastries,"en:sugary-snacks,en:pastries",en:3-processed-foods,b,"Cereales, Panadería y Pasta"
Queso tierno,425 g,RIBETO,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",100g,100g,359.0,kcal,29.8,g,18.6,g,2.0,g,2.0,g,21.0,g,1.49,g,0.596,g,1502.0,kj,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
Sopa Pollo con fideos,66 G,Consum,"Comidas preparadas, Productos deshidratados, Productos deshidratados para ser rehidratados, Sopas, Comidas preparadas deshidratadas, Sopas deshidratadas",100g,100g,326.0,kcal,5.2,g,3.2,g,56.7,g,3.2,g,13.1,g,15.2,g,6.08,g,326.0,kcal,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:4-ultra-processed-food-and-drink-products,unknown,Comidas Preparadas y Envasadas
Barra de Kamut Integral,250 g,Biopanadería,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes integrales",100g,serving,,,3.5,g,0.4,g,60.9,g,5.5,g,19.5,g,0.9,g,0.36,g,1.569,kj,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,"Cereales, Panadería y Pasta"
Bocatas redondos,250,Biopanadería,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes especiales, Panes para hamburguesas, Panes integrales",100g,serving,,,4.9,g,0.7,g,56.7,g,0.0,g,15.5,g,1.1,g,0.44,g,1393.0,kj,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,"Carne, Aves y Productos Cárnicos"
Carrefour naranja de zumo,4 kg,Carrefour,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Bebidas de origen vegetal, Bebidas a base de frutas, Frutas, Zumos y néctares, Cítricos, Zumos de frutas, Zumos de naranja, Naranjas",100g,100g,,,,,,,,,,,,,,,,,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,unknown,"Frutas, Verduras y Legumbres"
Leche Rio Desnatada,1l,Rio,"Dairies, Milks, Semi-skimmed milks",100g,100g,34.0,kcal,0.5,g,0.2,g,4.8,g,4.8,g,3.1,g,0.13,g,0.052,g,34.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",unknown,b,Lácteos y Derivados
Bollos brioche,250 g,Biopanadería,"Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Brioche",100g,serving,,,10.1,g,1.5,g,49.6,g,11.0,g,9.6,g,0.75,g,0.3,g,1554.7,kJ,en:pastries,"en:sugary-snacks,en:pastries",en:3-processed-foods,c,"Cereales, Panadería y Pasta"
Bollos brioche de espelta con pasas y nueces,250 g,Biopanadería,"Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Brioche",100g,serving,380.9,kcal,12.1,g,1.7,g,45.3,g,13.3,g,9.5,g,0.3,g,0.12,g,380.9,kcal,en:pastries,"en:sugary-snacks,en:pastries",en:3-processed-foods,b,"Cereales, Panadería y Pasta"
Cabezón de espelta integral,350 g,Biopanadería,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes especiales, Panes integrales",100g,serving,,,4.6,g,1.6,g,59.0,g,0.0,g,16.7,g,1.19,g,0.476,g,1.326,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,"Cereales, Panadería y Pasta"
Nata,,Ayala,"Lácteos, Nata, en:UHT Creams, en:Unfermented creams",100g,100g,194.0,kcal,18.0,g,12.0,g,5.5,g,3.8,g,2.5,g,0.1,g,0.04,g,194.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
Pop Corn,3 x 100 g (300 g),Gurma,"Botanas, Snacks salados, Palomitas de maíz, Palomitas de maíz saladas",100g,100g,439.0,kcal,23.0,g,10.0,g,44.0,g,0.6,g,8.2,g,3.2,g,1.28,g,1831.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,e,"Snacks, Dulces y Postres"
Miel de Romero Cruda,500g,Naturval,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de romero",100g,100g,,,,,,,,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,unknown,"Snacks, Dulces y Postres"
Harina de trigo,1kg,Haricaman,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Flours, Cereal flours, Wheat flours",100g,100g,352.0,kcal,2.0,g,0.5,g,71.0,g,2.0,g,9.0,g,0.38,g,0.152,g,352.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",unknown,b,"Cereales, Panadería y Pasta"
Espárrago de navarra 6/10,205 g,"Carrefour, Carrefour extra","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Hortalizas, Verduras y hortalizas en conserva, Verduras de tallo, Espárragos, Espárragos en conserva",100g,100g,14.0,kcal,0.0,g,0.0,g,1.8,g,1.0,g,1.3,g,0.9,g,0.36,g,61.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,Comidas Preparadas y Envasadas
Mitades de melocotón en almíbar ligero,840g,diamir,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Postres, Alimentos de origen vegetal en conserva, Frutas y sus productos, Frutas en conserva, Frutas en almíbar, Melocotones en almíbar",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,unknown,Comidas Preparadas y Envasadas
