product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
Apio,200 g,Talví,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Plantas culinarias, Hortalizas, Alimentos frescos, Verduras de tallo, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Apios, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
Melocotones &quot;Campo de Jumilla&quot;,1 Kg,Campos de Jumilla,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Melocotones",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Cebollas ecológicas,1 Kg,Biotrend,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Plantas culinarias, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Cebollas y derivados, Cebollas, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
Calabacines,750 g,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Calabacines, Calabacín fresco",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Mezcla de setas &quot;Olmo Mazcuñán&quot;,150 g,Olmo Mazcuñán,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Verduras y hortalizas frescas, Setas frescas, Mezclas de setas",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,"Frutas, Verduras y Legumbres"
Picotas,500 g,Campo y Tierra del Jerte,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Cerezas, Picotas",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Seta cultivada,250 g,Petràs,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Setas de ostra, Setas de ostra enteras",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,"Frutas, Verduras y Legumbres"
Champiñon,250 g,Petràs,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Verduras y hortalizas frescas, Champiñones, Setas frescas, Champiñones laminados",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Aceitunas de Campo Real,350 g (escurrido),Barruz,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas enteras, Aceitunas verdes enteras",100g,100g,,,,,,,,,,,,,,,,,,,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Aceite de oliva virgen extra,50 cl,1881,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen extra, Aceites de oliva virgen",100g,100g,,,,,,,,,,,,,,,,,,,en:fats,"en:fats-and-sauces,en:fats",unknown,unknown,"Aceites, Grasas y Productos Similares"
Cebolleta roja,3 Ud.,Huerta del Molino,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Cebolletas tiernas",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Paté de aceitunas,215 g,Despensa la Nuestra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Conservas, Productos a base de carne, Untables, Carnes, Untables vegetales, Productos del olivo, Carnes enlatadas, Patés vegetales, Patés vegetales a base de aceitunas",100g,100g,199.0,kcal,20.0,g,3.7,g,3.4,g,0.0,g,1.3,g,2.7,g,1.08,g,199.0,kcal,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",en:3-processed-foods,d,Comidas Preparadas y Envasadas
Granadas,1 Kg,Francisco Oliva,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Granadas",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",unknown,unknown,"Frutas, Verduras y Legumbres"
Granadas,1 Kg,Cambayas,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Granadas",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Granadas,700 g,Cambayas,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Granadas",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",unknown,unknown,"Frutas, Verduras y Legumbres"
gachamiga de longaniza,400g,La Abuela de Úbeda,Comidas preparadas,100g,100g,,,,,,,,,,,,,,,,,,,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:3-processed-foods,unknown,Comidas Preparadas y Envasadas
Sidra ecológica,1 l,Manzanova,"Bebidas, Bebidas alcohólicas, Sidras",100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,Bebidas Alcohólicas
Roble 2017,75 cl,Fortius,"Bebidas, Bebidas alcohólicas, Vinos, Vinos de España",100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,Bebidas Alcohólicas
Perejil fresco,70 g (aprox.),José García Bravo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Plantas culinarias, Plantas aromáticas, Alimentos frescos, Alimentos de origen vegetal frescos, Hierbas aromáticas, Perejil, Plantas aromáticas frescas, Perejil fresco, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,"Salsas, Condimentos y Aditivos"
Arándanos,125 g,Rocíoberry,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas del bosque, Arándanos",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Brevas,500 g,Bouquet Exotic,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Higos",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",unknown,unknown,"Frutas, Verduras y Legumbres"
Perejil fresco,1 manojo,Jeloma,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Plantas culinarias, Plantas aromáticas, Alimentos frescos, Alimentos de origen vegetal frescos, Hierbas aromáticas, Perejil, Plantas aromáticas frescas, Perejil fresco, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,,,en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
Champiñones enteros,250 g,Manchuela Verde,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Verduras y hortalizas frescas, Champiñones, Setas frescas, Champiñones enteros",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Espárragos verdes,300 g,Hortofrutícolas Ramírez,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Verduras de tallo, Espárragos, Espárragos verdes",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,"Frutas, Verduras y Legumbres"
Ajos morados en ristra,500 g,Masalmar,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Plantas culinarias, Ajos y derivados, Ajos, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,"Salsas, Condimentos y Aditivos"
Nísperos,500 g,Natural Tropic,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Ciruelas",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Ajos tiernos,100 g (aproximado),Hortalizas Soler,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Ajos tiernos",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
banderillas de boquerón en vinagre,210 g,"manuel claros, sea delight","Productos del mar, en:Fishes and their products, Pescados, Preparaciones de pescado",100g,100g,216.6,kcal,15.35,g,3.21,g,5.4,g,0.0,g,14.21,g,,,,,216.6,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",en:3-processed-foods,unknown,"Pescados, Mariscos y Derivados"
duo,75 g,"manuel claros, sea delight","Productos del mar, en:Fishes and their products, Pescados, en:Fatty fishes, Anchoa, Filetes de pescado, Filetes de anchoa",100g,100g,284.5,kcal,22.19,g,9.55,g,0.3,g,0.0,g,20.89,g,,,,,284.5,kcal,en:fatty-fish,"en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish",en:3-processed-foods,unknown,"Pescados, Mariscos y Derivados"
Espárragos verdes,400 g,Guadaverde,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Verduras de tallo, Espárragos, Espárragos verdes",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Pemento de Couto,400 g,O Val,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Pimientos, Pimientos verdes",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Picotas,500 g,Grupo Alba,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Cerezas, Picotas",100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Perejil fresco,40 g,Zanemi,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Plantas culinarias, Plantas aromáticas, Alimentos frescos, Alimentos de origen vegetal frescos, Hierbas aromáticas, Perejil, Plantas aromáticas frescas, Perejil fresco, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,,,en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
Maíz dulce fresco en mazorca,750 g (2 piezas),Culset,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Maíz, Maíz dulce",100g,100g,,,,,,,,,,,,,,,,,,,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Ajos tiernos,100 g (aproximado),Agro Pinillos,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Ajos tiernos",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Cebolla Dulce,700 g,Fuencampo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Plantas culinarias, Alimentos frescos, Alimentos de origen vegetal frescos, Cebollas y derivados, Verduras y hortalizas frescas, Cebollas, en:groceries",100g,100g,,,0.3,g,,,5.1,g,,,1.8,g,,,,,109.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,"Salsas, Condimentos y Aditivos"
Zanahorias,750 g,El Manojillo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Zanahorias, Verduras y hortalizas frescas, Zanahorias frescas",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
banderillas picantes ecologicas,"420 g (neto), 180 g (escurrido)",Campomar Nature,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Encurtidos, Vegetales encurtidos, Mezcla de encurtidos vegetales, Banderillas",100g,100g,,,,,,,,,,,,,,,,,,,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,c,"Frutas, Verduras y Legumbres"
Tomate seco,80 g,Chanita,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Productos deshidratados, Alimentos de origen vegetal deshidratados, Tomates y sus productos, Verduras y hortalizas deshidratadas, Tomates secos, Tomates secos al natural",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,d,"Frutas, Verduras y Legumbres"
Aceitunas negras deshuesadas,"350 g (neto), 150 g (escurrido), 370 ml",Feudo Verde,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas negras, Aceitunas deshuesadas, Aceitunas negras deshuesadas",100g,100g,,,13.0,g,2.2,g,0.0,g,0.0,g,0.5,g,2.5,g,1.0,g,532.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,d,"Frutas, Verduras y Legumbres"
Calçots asados,250 g,Suquipà,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Verduras y hortalizas en conserva",100g,100g,,,0.1,g,,,6.0,g,,,1.0,g,,,,,121.2,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,Comidas Preparadas y Envasadas
Pimentón picante,35 g,Finca La Mesa,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Especias, Pimentón, en:groceries, Pimentón picante",100g,100g,,,,,,,,,,,,,,,,,,,,,en:1-unprocessed-or-minimally-processed-foods,not-applicable,"Salsas, Condimentos y Aditivos"
Tomate en polvo,30 g,Finca La Mesa,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Productos deshidratados, Alimentos de origen vegetal deshidratados, Tomates y sus productos, Verduras y hortalizas deshidratadas molidas, Tomate seco molido, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
Turrón de chocolate,200 g,Intermón Oxfam,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de chocolate, Turrones de chocolate con almendras",100g,100g,560.0,kcal,40.0,g,17.0,g,34.0,g,30.0,g,12.0,g,0.0,g,0.0,g,560.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",en:3-processed-foods,e,"Frutas, Verduras y Legumbres"
Polen,250g,Cerda,"Productos apícolas, Polen",100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,Suplementos y Artículos No Alimentarios
Horchata natural semielaborada,250 g (2 x 125 g) [equivale una vez reconstituída a 500 ml (2 x 250 ml)],Doño,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, en:Dairy substitutes, Congelados, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Alimentos de origen vegetal congelados, Bebidas vegetales, Leches de frutos de cáscara, Leches de chufa, Horchatas de chufa, Horchatas de chufa congeladas, Bebidas azucaradas, Horchatas de chufa concentradas",100g,100g,,,6.2,g,,,36.0,g,,,1.1,g,,,,,836.4,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,unknown,"Frutas, Verduras y Legumbres"
Higos secos,500 g,Los Galayos,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Productos deshidratados, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Higos secos",100g,100g,227.2,kcal,,,,,52.9,g,,,3.6,g,,,,,227.2,kcal,en:dried-fruits,"en:fruits-and-vegetables,en:dried-fruits",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Setas de ostra para revuelto,300 g,mercajara,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Verduras y hortalizas frescas, Setas de ostra, Setas frescas",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Floretes de brócoli,500 g,Cricket,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Brócolis, Brócoli fresco",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,"Frutas, Verduras y Legumbres"
Cebolla,3-4 piezas,Ibero Verduras,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comida y bebida vegetal, Condimentos, Verduras y hortalizas y sus productos, Plantas culinarias, Alimentos frescos, Hortalizas, Alimentos de origen vegetal frescos, Cebollas y derivados, Cebollas, Cebolletas tiernas",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
Champiñones enteros &quot;La Cañada&quot;,300 g,La Cañada,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Verduras y hortalizas frescas, Champiñones, Setas frescas, Champiñones enteros",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Champiñones laminados &quot;Caser Fresh&quot;,250 g,DSC,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Verduras y hortalizas frescas, Champiñones, Setas frescas, Champiñones laminados",100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Alubias canela,500 g,"La Auténtica, La Auténtica Legumbres con DNI","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Granos de leguminosas, Legumbres secas, Alubias, Alubias canela",100g,100g,,,2.5,g,,,58.3,g,,,20.0,g,,,,,1542.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,unknown,"Frutas, Verduras y Legumbres"
Garrofón,500 g,La Auténtica,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Leguminosas y derivados, Leguminosas, Semillas, Verduras y hortalizas y sus productos, Granos de leguminosas, Hortalizas, Legumbres secas, en:Butter beans",100g,100g,,,2.5,g,,,58.3,g,,,20.0,g,,,,,1542.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Lentejas rubias peladas,500 g,La Galocha,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Granos de leguminosas, Legumbres secas, Lentejas, Lentejas peladas, Lentejas rubias, Lentejas rubias peladas",100g,100g,,,0.8,g,,,60.6,g,,,27.0,g,,,,,1519.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",en:1-unprocessed-or-minimally-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Alubias moradas,1 Kg,La Galocha,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Granos de leguminosas, Legumbres secas, Alubias, Alubias moradas",100g,100g,,,1.2,g,0.21,g,61.4,g,5.9,g,21.0,g,0.42,g,0.168,g,1445.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,b,"Frutas, Verduras y Legumbres"
Setas para arroces,200 g,Bolettus,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Alimentos frescos, Setas y sus productos, Alimentos de origen vegetal frescos, Setas, Mezclas de setas",100g,100g,34.0,kcal,0.5,g,0.0,g,5.1,g,1.3,g,2.1,g,0.0,g,0.0,g,34.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,a,"Frutas, Verduras y Legumbres"
Crema de Verduras ecológica,500ml,Carlota Organic,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comidas preparadas, Sopas, Sopas de tipo crema, Sopas de verduras y hortalizas, Cremas de verduras y hortalizas",100g,100g,50.6,kcal,2.3,g,0.3,g,5.9,g,1.4,g,1.1,g,0.7,g,0.28,g,50.6,kcal,en:soups,"en:fruits-and-vegetables,en:soups",en:3-processed-foods,b,"Frutas, Verduras y Legumbres"
Paté de Oliva Negra y Tofu ecológico,125gr,Carlota organic,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Untables, Comidas preparadas, Untables vegetales, Patés vegetales",100g,100g,307.0,kcal,28.8,g,,,8.9,g,,,3.1,g,,,,,307.0,kcal,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:3-processed-foods,unknown,"Frutas, Verduras y Legumbres"
Paté de Pimiento y Tofu ecológico,125gr,Carlota organic,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Untables, Comidas preparadas, Untables vegetales, Patés vegetales",100g,100g,146.0,kcal,9.9,g,,,9.0,g,,,3.4,g,,,,,146.0,kcal,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:4-ultra-processed-food-and-drink-products,unknown,"Frutas, Verduras y Legumbres"
Mini burguers de seitan al toque mediterraneo,150gr,Carlota Organic,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, en:Meat alternatives, Carnes vegetales, Filetes vegetales para hamburguesas, Seitanes",100g,100g,229.0,kcal,12.2,g,1.88,g,7.6,g,2.5,g,21.8,g,1.35,g,0.54,g,229.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",en:4-ultra-processed-food-and-drink-products,b,"Carne, Aves y Productos Cárnicos"
Hamburguesas de Cereales vegetarianas y ecológicas,160gr (2x80gr),Carlota organic,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, en:Meat alternatives, Carnes vegetales",100g,100g,178.4,kcal,5.2,g,1.47,g,11.9,g,2.89,g,15.0,g,1.47,g,0.588,g,178.4,kcal,,,en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
Sofrito de cebolla con pasas y piñones,190 g,Cebalovers,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Cebollas y derivados, Salsas, Sofritos, en:groceries",100g,100g,294.0,kcal,22.0,g,4.8,g,19.0,g,16.0,g,3.5,g,0.9,g,0.36,g,294.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",unknown,c,"Salsas, Condimentos y Aditivos"
Fuet extra de la garrotxa,,Eroski,"Productos a base de carne, Carnes, Embutidos, Salchichas, Salchicha francesa, Embutidos de España, Fuet",100g,100g,419.0,kcal,33.0,g,11.0,g,2.4,g,1.7,g,28.0,g,4.6,g,1.84,g,419.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",unknown,e,"Carne, Aves y Productos Cárnicos"
