,lc,product_name_es,brands,categories,labels,countries,obsolete,origins,origins_tags,ingredients_text_es,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:environmental_score_grade,off:environmental_score_data.adjustments.origins_of_ingredients.value,off:environmental_score_data.adjustments.packaging.value,off:environmental_score_data.adjustments.production_system.value,data_sources
3546,es,Lollipops corazón,Hermanos Juan López,"Botanas, Snacks dulces, Dulces, Golosinas, Piruletas","Sin gluten, Hecho en España",España,0,,,,100g,100g,390.0,kcal,0.5,g,0.5,g,98.0,g,81.0,g,0.5,g,,,,,390.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",unknown,unknown,,b,-5.0,-15.0,0.0,"App - yuka, Apps"
3547,es,Morcilla de Burgos,,"Productos a base de carne, Productos cárnicos españoles, Morcilla de Burgos","Sin gluten, Producto protegido de España, Sin aditivos, Sin lactosa, DOP, DOP Arroz de Valencia, DOP Pimentón de la Vera, IGP",España,0,,,"Cebolla (40%), arroz extra (D.O. Arroz de Valencia), manteca y sangre de cerdo, sal, pimentón (D.O. Pimentón de la Vera) y especias. Elaborado con tripa natural de cerdo. SIN ADITIVOS, SIN GLUTEN Y SIN LACTOSA. Fritas, asadas, al grill, a la brasa y en cocidos tradicionales. Requiere cocinado previo a su consumo.",100g,100g,212.0,kcal,14.2,g,6.4,g,17.2,g,1.03,g,5.9,g,0.78,g,0.312,g,212.0,kcal,,,unknown,d,11.0,unknown,3.0,-15.0,0.0,"App - yuka, Apps, App - El CoCo"
3548,es,Torta pan de Aranda,Alcampo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Panes, Torta de pan",,España,0,España,en:spain,"Harina de trigo, agua, aceite de oliva, levadura, E-300, sal, enzimas.",100g,100g,,,,,,,,,,,,,,,,,,,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,c,5.0,unknown,3.0,-11.0,0.0,"App - yuka, Apps"
3549,es,,Gallo,,Hecho en España,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - El CoCo, Apps"
3550,es,Queso Zamorano,El pastor,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Queso Zamorano","Punto Verde, DOP",España,0,España,en:spain,"LECHE CRUDA DE OVEJA CHURRA Y CASTELLANA, sal, cuajo y FERMENTOS LÁCTICOS. Se recomienda no consumir corteza: conservadores E-235 y E-202, colorante E-172.",100g,100g,424.0,kcal,36.0,g,24.0,g,1.0,g,0.5,g,24.0,g,1.8,g,0.72,g,424.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,16.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3551,es,Pan hamburguesa,Panima,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes especiales, Panes para hamburguesas, Panes de molde",100% vegetal,España,0,España,en:spain,"Harina de trigo, agua, azúcar, suero de leche en polvo, levadura, aceites vegetales (girasol, soja) en proporcion variable, sal, gluten de trigo, emulgentes: E-481, E-471, y E-435, conservadores: E-282, E-200, y E-202, estabilizante: goma guar, aromas, corrector de acidez: E-262 y agente de tratamiento de la harina: ácido ascórbico.",100g,100g,274.0,kcal,48.0,g,0.8,g,45.0,g,4.7,g,11.0,g,1.3,g,0.52,g,1202.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,c,5.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps"
3552,es,Vino blanco,Viña Ardanche,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos blancos, Vinos de España",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,e,-5.0,-15.0,0.0,"App - yuka, Apps"
3553,es,Queso idiazabal beunde,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Idiazabal","Punto Verde, DOP",España,0,España,en:spain,,100g,100g,435.0,kcal,38.0,g,27.0,g,0.3,g,0.0,g,23.0,g,1.5,g,0.6,g,435.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,15.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3554,es,Surtido pastas de té,garcinuez,,Hecho en España,España,0,,,,100g,100g,487.0,kcal,19.2,g,3.8,g,71.23,g,26.7,g,4.4,g,0.14,g,0.056,g,487.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3555,es,Salmuera Cantábrico,,,"Sin gluten, Hecho en España",España,0,,,,100g,100g,166.6,kcal,6.6,g,1.9,g,0.3,g,0.3,g,26.5,g,2.8,g,1.12,g,166.6,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3556,es,Aceite de Olive Virgen Extra Ecologico,Henri Mor,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen extra, Aceites de oliva virgen",Punto Verde,España,0,España,en:spain,Aceite de oliva virgen extra.,100g,100g,900.0,kcal,100.0,g,16.5,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,2.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3557,es,Galletas integrales rizaditas,Miguel y Remedios,,"Etiquetas de calidad de España, Alimentos de Extremadura",España,0,,,,100g,100g,479.0,kcal,24.2,g,4.1,g,57.5,g,10.6,g,7.8,g,0.5,g,0.2,g,479.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3558,es,Queso nata de Cantabria,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Queso Nata de Cantabria",Punto Verde,España,0,España,en:spain,,100g,100g,348.0,kcal,30.0,g,20.0,g,0.5,g,0.5,g,20.0,g,1.9,g,0.76,g,348.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,16.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3559,es,Polen de España,,,,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3560,es,Queso semi curado sin lactosa,El Corte Inglés,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos","Punto Verde, Sin lactosa",España,0,España,en:spain,"Leche de vaca 30%, leche de oveja 30%, leche de cabra 30% sal, fermentos lácticos, lactasa, cuajo, estabilizante: cloruro cálcicoy conservador: lisozima (derivado del huevo). Corteza no comestible lconservadores E 202, E 235, colorante E 172). Origen de la leche: España.",100g,100g,434.0,kcal,36.5,g,25.2,g,1.5,g,0.5,g,24.8,g,2.3,g,0.92,g,434.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,19.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3561,es,Vegan friendly,,,"Vegetariano, Vegano, Hecho en España",España,0,,,,100g,100g,368.0,kcal,0.10000000149012,g,0.10000000149012,g,91.900001525879,g,35.0,g,2.0,g,0.375,g,0.15,g,368.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3562,es,Aceitunas aliñadas,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Productos pasteurizados, Aceitunas verdes, Aceitunas aliñadas, Aceitunas enteras, Aceitunas verdes enteras, Aceitunas verdes enteras aliñadas","Producto pasteurizado, Punto Verde, Hecho en España","Bolivia, España",0,España,en:spain,"Aceitunas, agua, sal, pimiento rojo 2.5%, ajos 1.25%, vinagre, antioxidante (ácido ascórbico).",serving,100g,173.0,kcal,18.0,g,3.0,g,0.1,g,0.1,g,1.0,g,4.0,g,1.6,g,710.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,e,21.0,a-plus,18.0,-4.0,0.0,"App - yuka, Apps"
3563,es,Siglitos flash's ice pops,,"Postres, Congelados, Postres helados, Helados de hielo","Sin gluten, Hecho en España, Sin lactosa",España,0,,,,100g,100g,3.0,kcal,0.0,g,0.0,g,0.3,g,0.1,g,0.01,g,0.1,g,0.04,g,3.0,kcal,,,unknown,a,0.0,b,-5.0,-15.0,0.0,"App - yuka, Apps"
3564,es,Ensalada de algas de producción ecológica tarrina,Porto-Muiños,,"Ecológico, Ecológico UE, ES-ECO-022-GA, Punto Verde, Hecho en España",España,0,,,,100g,100g,20.0,kcal,0.0,g,0.0,g,1.0,g,0.0,g,1.4,g,2.9,g,1.16,g,20.0,kcal,,,unknown,unknown,,unknown,0.0,-15.0,15.0,"App - El CoCo, Apps, App - Yuka"
3565,es,Gominola vegana &quot;abrir en caso de amorgencia&quot;,,,"Vegetariano, Vegano, Hecho en España",España,0,,,,100g,100g,368.0,kcal,0.1,g,0.1,g,91.9,g,35.0,g,2.0,g,0.375,g,0.15,g,368.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3566,es,Vino de toro,Heredad de Urueña,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos de España, Toro",,España,0,,,,100g,100g,,,,,0.0,g,,,0.0,g,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,unknown,3.0,-15.0,0.0,"App - yuka, Apps"
3567,es,Plátano de Canarias IGP,Compagnie Fruitière España,,"Ecológico, Ecológico UE, ES-ECO-012-AS",España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,0.0,-15.0,15.0,"App - yuka, Apps"
3568,es,Magdalenas,,"Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Magdalenas",Hecho en España,España,0,,,,100g,100g,421.0,kcal,20.0,g,3.0,g,54.4,g,29.0,g,5.0,g,0.5,g,0.2,g,421.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",unknown,d,17.0,b,-5.0,-15.0,0.0,"App - yuka, Apps"
3569,es,,Scalpers,,"Sin gluten, Hecho en España",España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - El CoCo, Apps"
3570,es,,,,,España,0,España,en:spain,sal,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,3.0,-15.0,0.0,
3571,es,Big JL,,,"Sin gluten, Hecho en España",España,0,,,,100g,100g,390.0,kcal,0.5,g,0.5,g,98.0,g,81.0,g,0.5,g,,,,,390.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3572,es,Alto piura Peru,Blanxart,,"Sin gluten, Ecológico, Vegetariano, Ecológico UE, Vegano, ES-ECO-019-CT, Hecho en España",España,0,,,,100g,100g,606.0,kcal,49.04,g,1.03,g,30.08,g,27.02,g,10.01,g,,,,,606.0,kcal,,,unknown,unknown,,unknown,0.0,-15.0,15.0,"App - yuka, Apps"
3573,es,Alubias blancas cocidas 540g,,,Hecho en España,España,0,,,,100g,100g,82.0,kcal,0.5,g,0.0,g,11.5,g,0.5,g,5.5,g,1.9,g,0.76,g,82.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3574,es,Quescrem cream cheese with olives,Quescrem,,Hecho en España,España,0,,,,100g,100g,234.0,kcal,22.0,g,12.1,g,4.0,g,4.0,g,5.3,g,2.1,g,0.84,g,234.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3575,es,Queso Mahon Menorca Semicurado,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Mahón-Menorca",DOP,España,0,España,en:spain,,100g,100g,385.0,kcal,31.0,g,21.0,g,2.6,g,0.5,g,25.0,g,2.4,g,0.96,g,385.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,18.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3576,es,Agua,Los Picachos,Agua potable preparada,Punto Verde,España,0,"España, Gran Canaria, Islas Canarias, Valsequillo","en:spain,es:gran-canaria,es:islas-canarias,es:valsequillo",Agua potable preparada,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,3.0,-5.0,0.0,"App - yuka, Apps"
3577,es,tortilla chips redondos,super mex,,"Sin gluten, Punto Verde, Hecho en España",España,0,,,,100g,100g,479.0,kcal,20.0,g,20.0,g,67.0,g,3.0,g,6.2,g,1.1,g,0.44,g,479.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - El CoCo, Apps, App - Yuka"
3578,es,Lomo Gran Reserva,españa e hijos,,,España,0,,,,100g,100g,225.0,kcal,9.3,g,3.8,g,0.6,g,0.6,g,35.0,g,4.3,g,1.72,g,225.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3579,es,Chuleta de contramuslo,Mercadona,"Productos a base de carne, Carnes, Aves, Pavo y sus productos, Pavo, en:Turkey leg meat only",Punto Verde,España,0,España,en:spain,Chuleta de pavo.,100g,100g,148.8,kcal,7.6,g,2.7,g,0.0,g,0.0,g,20.1,g,0.23,g,0.092,g,622.6,kJ,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",unknown,a,-3.0,d,18.0,-15.0,0.0,"App - yuka, Apps"
3580,es,Atún claro,Gourmet,,Hecho en España,España,0,,,,100g,100g,333.0,kcal,28.0,g,3.3,g,0.3,g,0.0,g,20.0,g,0.7,g,0.28,g,333.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3581,es,Mejillones picantes,Gourmet,"Productos del mar, Conservas, Molusco, Mejillones, Mejillones enlatados",Hecho en España,España,0,,,,100g,100g,663.0,kcal,78.0,g,1.2,g,4.0,g,0.0,g,18.0,g,1.5,g,0.6,g,663.0,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",unknown,d,16.0,e,-5.0,-15.0,0.0,"App - yuka, Apps"
3582,es,Delimiel,,,Hecho en España,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3583,es,Queso de mezcla madurado,Entrepinares,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Queso de cabra, Quesos de leche de oveja",Sin gluten,España,0,España,en:spain,"Leche pasteurizada de (vaca (mín. 50%), oveja (min. 20%) y cabra (mín. 15%)), sal, lactasa, cuajo y fermentos lácticos. Corteza plástica no comestible: contiene conservadores (E-202 y E-235) y colorante (E-153).",100g,100g,410.0,kcal,34.0,g,24.0,g,1.0,g,0.5,g,25.0,g,1.6,g,0.64,g,410.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,20.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3584,es,Fusilli de espelta integral,Spiga Negra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Pastas alimenticias","Ecológico, Sin aditivos, Consejo de Agricultura Ecologica de la Región de Murcia",España,0,"España, Andalucía, Málaga, Sierra de Yeguas","en:spain,en:andalusia,es:malaga,es:sierra-de-yeguas",harina de espelta integral ecológica 100%,100g,100g,347.0,kcal,3.5,g,0.7,g,65.1,g,4.1,g,14.5,g,0.0,g,0.0,g,1470.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,a,-1.0,unknown,3.0,-15.0,0.0,"App - yuka, Apps"
3585,es,Fusilli pimentón de la vera,Spiga Negra,,"Ecológico, Ecológico UE",España,0,España,en:spain,"Sémola semi-integral de trigo duro de cultivo ecológico, pimentón 4%, agua",100g,100g,321.5,kcal,2.0,g,0.5,g,77.0,g,4.0,g,14.3,g,0.03,g,0.012,g,1365.0,kJ,,,unknown,unknown,,unknown,0.0,-15.0,15.0,"App - yuka, Apps"
3586,es,Kombucha,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha","Vegetariano, Vegano",España,0,España,en:spain,"Agua, azúcar ecológico* (consumido prácticamente en su totalidad durante la fermentación), infusión de cítricos (infusión de limón, lemongrass y aromas de bergamota), té verde y té negro ecológico*, cultivos de kombucha (simbiosis de bacterias y levaduras) , zumo de jengibre, albahaca y anhídrido carbónico",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.08,g,0.01,g,0.004,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,3.0,b,18.0,-12.0,0.0,"App - yuka, Apps, Producers, Producer - kampanera"
3587,es,Kiwi deshidratado,Sabor a España,,,España,0,,,,100g,100g,370.0,kcal,0.0,g,0.0,g,92.0,g,67.0,g,0.0,g,0.6,g,0.24,g,370.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3588,es,Aceite Oliva Virgen Extra,Legado de la Sierra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen, Aceites de oliva virgen extra",,España,0,"España, Jaén, Sierra de Cazorla","en:spain,es:jaen,es:sierra-de-cazorla",aceite de oliva virgen extra,100g,100g,,,,,,,,,,,,,,,,,,,,,en:2-processed-culinary-ingredients,,,,,,,
3589,es,Aceite Oliva Virgen Extra,Legado de la Sierra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España, Aceites de oliva virgen extra, Aceite de Sierra de Cazorla",DOP,España,0,"España, Jaén, Sierra de Cazorla","en:spain,es:jaen,es:sierra-de-cazorla",Aceite de Oliva Virgen Extra,100g,100g,900.0,kcal,100.0,g,12.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,-1.0,b,18.0,-2.0,0.0,
3590,es,Queso mahón,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Mahón-Menorca",DOP,España,0,España,en:spain,,100g,100g,422.0,kcal,34.0,g,24.0,g,1.2,g,0.5,g,27.0,g,2.8,g,1.12,g,422.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,e,21.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3591,es,Turrón de Jijona,Consum,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de almendras, Turrones blandos de almendras, Turrón de Jijona","Sin gluten, Producto protegido de España, Punto Verde, IGP",España,0,,,"Almendras tostadas 67%, miel 17%, azúcar, clara de huevo, emulgente (E471).",100g,100g,568.0,kcal,39.0,g,3.2,g,35.0,g,34.0,g,17.0,g,0.01,g,0.004,g,2365.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,d,17.0,b,18.0,-15.0,0.0,"App - yuka, Apps"
3592,es,Mermelada de Naranja sin azúcar añadido,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Productos artesanales, Mermeladas y confituras de cítricos, Mermeladas y confituras artesanales, Mermeladas y confituras de naranja","Sin gluten, Sin conservantes, Sin azúcares añadidos, Sin colorantes",España,0,España,en:spain,Naranja,100g,100g,70.0,kcal,0.3,g,0.1,g,11.8,g,9.0,g,1.1,g,0.01,g,0.004,g,293.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:1-unprocessed-or-minimally-processed-foods,a,-3.0,a-plus,18.0,-15.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
3593,es,Vino blanco chardonnay,Atardecer,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos blancos","No recomendado para ciertas personas, Con sulfitos, Contiene alcohol, Punto Verde, Hecho en España, Desaconsejado para embarazadas",España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,e,-5.0,-15.0,0.0,"App - yuka, Apps"
3594,es,Kombucha Cítricos y Albahaca,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha","Vegetariano, Vegano",España,0,España,en:spain,"Agua, azúcar ecológico* (consumido prácticamente en su totalidad durante la fermentación), infusión de cítricos (infusión de limón, lemongrass y aromas de bergamota), té verde y té negro ecológico*, cultivos de kombucha (simbiosis de bacterias y levaduras) , zumo de jengibre, albahaca y anhídrido carbónico",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.0,g,0.0,g,0.0,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,3.0,b,18.0,-13.0,0.0,"Producers, Producer - kampanera"
3595,es,Kombucha de Frambuesa e Hibisco,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha","Vegetariano, Vegano",España,0,España,en:spain,"Agua, azúcar ecológico* (consumido prácticamente en su totalidad durante la fermentación), puré de frambuesa, té verde y té negro ecológico*, cultivos de kombucha (simbiosis de bacterias y levaduras) , hibisco y anhídrido carbónico",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.0,g,0.0,g,0.0,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,3.0,b,18.0,-12.0,0.0,"Producers, Producer - kampanera"
3596,es,Kampanera Kombucha,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha","Vegetariano, Vegano",España,0,España,en:spain,"Agua, azúcar ecológico*, infusión de cítricos (infusión limón, lemongrass y aroma de bergamota), té verde y negro ecológico*, cultivos de kombucha (simbiosis de bacterias y levaduras), zumo de jengibre, albahaca y anhídrido carbónico.",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.08,g,0.01,g,0.004,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,3.0,b,18.0,-12.0,0.0,"Producers, Producer - kampanera, App - Yuka, Apps"
3597,es,Arándanos,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas, Yogures con arándanos",,España,0,España,en:spain,"Leche entera de vaca pasteurizada, mermelada de arándanos (10%) (arándanos 60%, azúcar de caña, gelificante (pectina) y zumo de limón), nata, azúcar, leche en polvo desnatada, gelificante (pectina) y fermentos lácticos.",100g,100g,87.0,kcal,3.9,g,2.4,g,9.9,g,9.2,g,3.0,g,0.11,g,0.044,g,365.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,4.0,a,18.0,-15.0,0.0,"App - yuka, Apps"
3598,es,Sabores de España,,,,España,0,,,,100g,100g,511.0,kcal,24.0,g,2.0,g,44.0,g,39.0,g,30.0,g,0.2,g,0.08,g,511.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3599,es,Turrón duro de almendra,Sabor a España,,,España,0,,,,100g,100g,519.8,kcal,28.2,g,19.4,g,53.4,g,45.0,g,13.0,g,0.5,g,0.2,g,519.8,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3600,es,Mini Magdalenas Marmol,,,Hecho en España,España,0,,,,100g,100g,419.0,kcal,21.1,g,3.6,g,52.1,g,28.5,g,5.1,g,1.1,g,0.44,g,419.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3601,es,Picante Tex-Mex,Carmencita,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Especias, Mezcla de especias",Punto Verde,"Bolivia, España",0,España,en:spain,"Sal marina mediterránea, pimienta negra, cominos en grano, chile chipotle, cebolla, cilantro, pimienta verde, pimiento rojo, perejil, aceite de girasol.",100g,100g,101.0,kcal,2.8,g,0.8,g,14.2,g,9.8,g,4.8,g,52.3,g,20.92,g,426.0,kJ,,,en:3-processed-foods,not-applicable,,d,18.0,-13.0,0.0,"App - yuka, Apps"
3602,es,Aguacates de España,,,,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3603,es,Chocolate 70% Oscuro,,,Hecho en España,España,0,,,,100g,100g,562.0,kcal,41.0,g,26.0,g,33.0,g,29.0,g,8.8,g,,,,,562.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3604,es,Queso de oveja Idiazabal ahumado,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Idiazabal","Nutriscore, Nutriscore D, DOP",España,0,España,en:spain,,100g,100g,425.0,kcal,36.0,g,25.0,g,0.1,g,0.1,g,25.0,g,1.7,g,0.68,g,425.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,16.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
3605,es,Mayonesa,Diamir,,Hecho en España,España,0,,,,100g,100g,308.0,kcal,30.0,g,4.7,g,7.7,g,2.8,g,0.9,g,1.2,g,0.48,g,308.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
3606,es,Pate de atun,,"Productos a base de carne, Embutidos, fr:Charcuteries diverses, Paté",Sin gluten,España,0,"Industrias frigoríficas del louro S.A, Porriño(Pontevedra) España","es:industrias-frigorificas-del-louro-s-a,es:porrino-pontevedra-espana","Atún (pescado) 43%, puré de patata (patata y agua), aceite de girasol, agua, proteína de soja, almidón,sal,y aromas",100g,100g,215.0,kcal,17.0,g,1.9,g,4.5,g,1.0,g,11.0,g,1.2,g,0.48,g,892.5,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,c,4.0,unknown,-5.0,-15.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
3607,es,Pastas de España,,,,España,0,,,,100g,100g,522.0,kcal,30.0,g,11.0,g,57.0,g,24.0,g,6.5,g,,,,,522.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - yuka, Apps"
