,lc,product_name_es,brands,categories,labels,countries,obsolete,origins,origins_tags,ingredients_text_es,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:environmental_score_grade,off:environmental_score_data.adjustments.origins_of_ingredients.value,off:environmental_score_data.adjustments.packaging.value,off:environmental_score_data.adjustments.production_system.value,data_sources
1479,es,Tortitas Arroz Integral,Santiveri,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, en:Specific products, en:Products for specific diets, Productos sin gluten, Tortitas de cereales, Tortitas de arroz, Tortitas de arroz con chocolate negro, Tortitas de arroz integral","Sin gluten, Marca Registrada Espiga Barrada, Fuente de fibra alimentaria, Punto Verde, Rico en fibra, Hecho en España, Sin azúcares añadidos, Con edulcorantes, FACE, ES-107-020, Nutrición sin fronteras","Bolivia, Chile, Colombia, Francia, España, Venezuela",0,España,en:spain,"Cobertura de chocolate negro 52% [pasta de cacao, edulcorante (maltitol), manteca de cacao, cacao en polvo, emulgente (lecitina de soja), aroma], arroz integral 47.6%, aceite de oliva virgen extra, emulgente (lecitina de girasol).",100g,100g,442.0,kcal,21.0,g,13.0,g,59.0,g,0.7,g,7.5,g,0.05,g,0.02,g,442.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",en:4-ultra-processed-food-and-drink-products,c,10.0,b,18.0,-10.0,0.0,"App - yuka, Apps"
1480,es,Galletas Integrales Choco Chips,Santiveri,"Botanas, Snacks dulces, Galletas y pasteles, Galletas, Galletas de chocolate, Cookies, Cookies con chocolate, Galletas secas","Bajo o sin azúcar, Fuente de fibra alimentaria, Punto Verde, Rico en fibra, Sin azúcares añadidos, Sin azúcar, Con aceite de girasol","Bolivia, Colombia, Francia, México, España, Túnez",0,España,en:spain,,100g,100g,428.0,kcal,19.0,g,4.1,g,61.0,g,3.5,g,6.2,g,1.0,g,0.4,g,1785.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",unknown,c,9.0,a,18.0,-10.0,0.0,"App - elcoco, App - yuka, Apps, App - El CoCo"
1481,es,Alimento Bebible con Almendras,Santiveri,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, en:Dairy substitutes, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, en:Specific products, Bebidas vegetales, en:Products for specific diets, Leches de frutos de cáscara, Productos sin gluten, Leches de almendras","Sin gluten, Ecológico, Vegetariano, Ecológico UE, Bajo o sin sodio, Sin conservantes, Agricultura no UE, Vegano, ES-ECO-019-CT, Agricultura UE, Agricultura UE/no UE, FSC, FSC Mixto, Punto Verde, Bajo contenido de grasas saturadas, Bajo en sodio, Sin colorantes, Sin colorantes o conservadores, Sin lactosa, Sin leche, AFEPADI, Nutrición sin fronteras, UHT","Bolivia, Cuba, Francia, Italia, Líbano, México, España",0,España,en:spain,"Agua, azúcar de caña *, almendras * 4%, emulgente (lecitina de girasol *), sal marina, *: agricultura ecológica.",100g,100g,43.0,kcal,2.2,g,0.2,g,4.8,g,4.5,g,0.8,g,0.04,g,0.016,g,178.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,6.0,a-plus,15.0,-5.0,15.0,"App - yuka, Apps, App - elcoco, App - El CoCo"
1482,es,Frutos secos Quivalsa,Quivalsa,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara","Sin gluten, Punto Verde, No vegan",España,0,"España, Argentina, Bulgaria","en:spain,en:argentina,en:bulgaria","_Cacahuete_ frito, maíz frito, aperitivo horneado BBQ (sémola de maíz, sémola de arroz, azúcar, aceite girasol, aroma barbacoa (aromas, aroma de humo, maltodextrina, sal, potenciadores del sabor E-621 y E-631)), pipas fritas, aceite girasol, sal.",100g,100g,523.14,kcal,34.33,g,5.35,g,43.23,g,3.35,g,17.0,g,1.4,g,0.56,g,2188.69,kJ,en:nuts,"en:salty-snacks,en:nuts",en:4-ultra-processed-food-and-drink-products,d,17.0,unknown,-1.0,-10.0,0.0,"App - yuka, Apps, App - El CoCo"
1483,es,Arroz El Cazador,El Cazador,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Cereales y patatas, Semillas, Verduras y hortalizas y sus productos, Cereales y derivados, Hortalizas, Cereales en grano, Arroces, Arroces de grano medio, Arroces para paella, en:spanish-vegetables, Arroz de Valencia","Producto protegido de España, Categoría “Extra”, Punto Verde, Producto natural, DOP, DOP Arroz de Valencia","Bolivia, Francia, España",0,"España, Valencia","en:spain,es:valencia",Arroz,100g,100g,351.0,kcal,0.8,g,0.1,g,79.7,g,0.1,g,7.0,g,0.0,g,0.0,g,1490.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,b,-1.0,d,18.0,-10.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
1484,es,Maíz dulce,Ibsa,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Cereales y patatas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Cereales y derivados, Verduras y hortalizas en conserva, Cereales en conserva, Maíz en conserva, Maíz dulce en conserva","Ecológico, Vegetariano, Ecológico UE, Etiquetas de calidad de España, Vegano, ES-ECO-016-CL, Tierra de Sabor",España,0,"Agricultura UE, Agricultura no UE","es:agricultura-ue,es:agricultura-no-ue","Maíz*, agua, azúcar de caña* y sal. (* Ingredientes procedentes de la agricultura ecológica).",100g,100g,72.0,kcal,0.5,g,0.1,g,15.0,g,7.0,g,2.0,g,1.25,g,0.5,g,72.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",en:3-processed-foods,c,8.0,a-plus,0.0,-2.0,15.0,"App - yuka, Apps"
1485,en,Bienmesabe,"Dulceria Nublo, Tejeda","Breakfasts, Spreads, Sweet spreads","Made in Spain, es:Elaborado en Canarias",Spain,0,,,"_Almendra_, azucar, yemas de huevo, limón Rallado, E 211, E 202",100g,100g,441.0,kcal,23.7,g,2.21,g,48.4,g,28.1,g,8.5,g,0.24,g,0.096,g,1844.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:3-processed-foods,d,16.0,unknown,-5.0,-12.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
1486,es,Leche desnatada de Galicia,Cremosita,"Lácteos, Leches, Leches homogeneizadas, Leche UHT, Leche desnatada, Leche de vaca",,"Bulgaria, España",0,"España, Galicia","en:spain,en:galicia",Leche desnatada de vaca. Origen de la leche: España,100g,100g,34.0,kcal,0.5,g,0.2,g,4.8,g,4.8,g,3.1,g,0.13,g,0.052,g,34.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,-2.0,b,18.0,-15.0,0.0,"App - yuka, Apps"
1487,es,Pasas de Málaga,El Pasero,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Productos deshidratados, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Uvas pasas","Ecológico, Vegetariano, Producto protegido de España, Vegano, Producto de cooperativa, DOP, DOP Pasas de Málaga, KRAV",España,0,"España, Andalucía, Málaga (provincia), Zona amparada por la D.O.P. Pasas de Málaga","en:spain,es:andalucia,es:malaga-provincia,es:zona-amparada-por-la-d-o-p-pasas-de-malaga",Uvas pasas Moscatel de Málaga.,100g,100g,,,,,,,,,,,,,,,,,,,en:dried-fruits,"en:fruits-and-vegetables,en:dried-fruits",unknown,unknown,,a-plus,18.0,-10.0,0.0,"App - yuka, Apps"
1488,es,Puerro,Tabuenca,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Verduras de tallo, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Puerros","Vegetariano, Etiquetas de calidad de España, Vegano, Categoría I, Tierra de Sabor",España,0,España,en:spain,Puerros frescos de la variedad Revil. Categoría I. Calibre: 20-40mm,100g,serving,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,,not-applicable,3.0,-15.0,0.0,"App - yuka, Apps"
1489,es,Zanahorias,Tabuenca,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Zanahorias, Verduras y hortalizas frescas, Zanahorias frescas","Vegetariano, Vegano, Punto Verde",España,0,España,en:spain,Zanahorias de la variedad Nantesa,100g,100g,,,,,,,,,,,,,,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-4.0,not-applicable,3.0,-10.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
1490,es,Puertos Tabuenca,Tabuenca,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Verduras de tallo, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Puerros","Vegetariano, Etiquetas de calidad de España, Vegano, Categoría I, Tierra de Sabor",España,0,España,en:spain,Puerros frescos de la variedad Eracles. Categoría I. Calibre: 20-30mm,100g,serving,,,0.3,g,,,11.2,g,,,2.2,g,0.0127,g,0.00508,g,218.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,unknown,,not-applicable,3.0,-11.0,0.0,"App - yuka, Apps"
1491,es,Habas baby,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Leguminosas y derivados, Conservas, Leguminosas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Hortalizas, Verduras y hortalizas en conserva, Leguminosas en conserva, en:Broad beans, Habas en conserva","Punto Verde, Hecho en España","Bolivia, Francia, España",0,España,en:spain,"Habas, agua, sal, antioxidante (E300).",100g,100g,71.0,kcal,0.5,g,0.1,g,8.4,g,0.7,g,5.7,g,0.38,g,0.152,g,300.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,-6.0,a-plus,18.0,-4.0,0.0,"App - yuka, Apps"
