,product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
3512,Piñones crudos,,El Corte Inglés,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara, Piñones",100g,100g,596.0,kcal,47.0,g,5.2,g,3.7,g,3.7,g,36.0,g,0.03,g,0.012,g,596.0,kcal,en:nuts,"en:salty-snacks,en:nuts",unknown,b,"Frutas, Verduras y Legumbres"
3513,Queso de oveja curado elaborado con leche cruda,,Gourmet,,100g,100g,437.0,kcal,37.0,g,26.0,g,2.0,g,0.75,g,24.0,g,1.2,g,0.48,g,437.0,kcal,,,unknown,b,Lácteos y Derivados
3514,TORREZNO SABOR CAMPESINO,100GR,ROS,TORREZNOS,100g,100g,637.82,kcal,50.97,g,20.75,g,8.02,g,0.64,g,36.75,g,2.24,g,0.896,g,2.678,kJ,,,en:3-processed-foods,e,"Carne, Aves y Productos Cárnicos"
3515,Atún claro en aceite de Oliva,,Ayala,"Productos del mar, en:Fishes and their products, Conservas, Pescados, en:Fatty fishes, Conservas de pescado, Atunes, Atun en conserva, Atún en aceite, Atún en aceite de oliva, Atún claro en aceite de oliva",100g,100g,225.0,kcal,14.0,g,2.3,g,0.0,g,0.0,g,24.0,g,1.5,g,0.6,g,225.0,kcal,en:fatty-fish,"en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish",en:3-processed-foods,d,"Pescados, Mariscos y Derivados"
3517,Goma de Borrar,,Milán,,100g,100g,4.0,kcal,25.0,g,1.0,g,33.0,g,0.0,g,6.0,g,3.0,g,1.2,g,4.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3518,ooo,200 g,,Refrigerados,100g,100g,198.0,kcal,12.9,g,2.0,g,11.0,g,0.5,g,7.6,g,0.8,g,0.32,g,823.0,kJ,,,en:3-processed-foods,a,Suplementos y Artículos No Alimentarios
3519,Salami Extra -,150g,El Corte Inglés,"Productos a base de carne, Carnes, Embutidos, Embutidos curados, Salami",100g,100g,517.0,kcal,48.0,g,22.0,g,5.3,g,5.3,g,16.0,g,4.5,g,1.8,g,2138.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
3520,Pimientos de piquillo con kombo de azúcar,80 g,,,100g,100g,279.0,kcal,23.0,g,3.7,g,13.0,g,2.4,g,2.5,g,1.5,g,0.6,g,279.0,kcal,,,unknown,a,"Frutas, Verduras y Legumbres"
3521,Cuña de queso picón,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos españoles, Picón Bejes-Tresviso",100g,100g,390.0,kcal,33.5,g,10.35,g,0.8,g,0.1,g,21.6,g,1.08,g,0.432,g,390.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
3522,Lomo embuchado de cebo ibérico,,,"Productos a base de carne, Carnes, Carne de cerdo y sus productos, Carne de cerdo, Lomo de cerdo, Lomo, Lomo embuchado",100g,100g,299.6,,20.45,,,,,,0.9,,,,3.0,,,,,,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",unknown,e,"Carne, Aves y Productos Cárnicos"
3523,Ajo Variedad Spring Violeta,500g,Ajos Estrella,en:Verdura,100g,100g,114.0,kcal,0.0,g,0.0,g,23.4,g,0.0,g,5.7,g,0.0,g,0.0,g,114.0,kcal,,,en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
3524,Sardinas en aceite girasol,,Gourmet,,100g,100g,284.0,kcal,23.0,g,11.0,g,0.5,g,0.0,g,18.0,g,1.0,g,0.4,g,284.0,kcal,,,unknown,d,"Pescados, Mariscos y Derivados"
3527,Habas,,los satas,,100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,,,unknown,a,"Frutas, Verduras y Legumbres"
3528,Ensalada china,,gourmet,Ensalada china,100g,100g,37.0,kcal,0.0,g,0.0,g,7.4,g,6.1,g,1.3,g,0.8,g,0.32,g,37.0,kcal,,,unknown,c,Comidas Preparadas y Envasadas
3529,Queso HM,,,,100g,100g,453.0,kcal,38.6,g,27.02,g,2.0,g,0.4,g,24.5,g,2.0,g,0.8,g,453.0,kcal,,,unknown,b,Lácteos y Derivados
3531,Turrón de Alicante,,victoriano candela,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de almendras, Turrones duros de almendras, Turrón de Alicante",100g,100g,567.0,kcal,35.0,g,3.0,g,44.0,g,44.0,g,13.0,g,0.0,g,0.0,g,567.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",unknown,e,"Frutas, Verduras y Legumbres"
3532,Tomate frito,570 g,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Condimentos, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, en:Specific products, Hortalizas, Verduras y hortalizas en conserva, en:Products for specific diets, Productos sin gluten, Salsas, Tomates y sus productos, en:Meal sauces, Salsas de tomate, Tomates, Tomates en conserva, Salsas de tomate frito",100g,100g,86.0,kcal,3.3,g,0.4,g,12.0,g,8.6,g,1.2,g,1.5,g,0.6,g,361.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,c,"Salsas, Condimentos y Aditivos"
3533,Pollo extra tierno,,Mercadona,,100g,100g,107.0,kcal,3.22,g,1.05,g,1.3,g,0.173,g,18.1,g,0.43,g,0.172,g,450.0,kJ,,,en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
3534,Turron de chocolate con almendras,,El Almendro,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de chocolate, Turrones de chocolate con almendras",100g,100g,559.0,kcal,43.0,g,13.0,g,48.0,g,36.0,g,11.0,g,0.1,g,0.04,g,559.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",unknown,e,"Frutas, Verduras y Legumbres"
3535,Risueños,90 g,,,100g,100g,156.0,kcal,0.1,g,0.1,g,91.9,g,35.0,g,2.0,g,0.375,g,0.15,g,156.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3537,Queso de Murcia fresco,,La Purisima,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra, Queso fresco, Quesos españoles, Queso de Murcia",100g,100g,287.0,kcal,25.0,g,19.0,g,0.5,g,0.5,g,15.0,g,0.9,g,0.36,g,287.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
3538,Nata para montar,,Puleva,"Lácteos, Nata",100g,100g,336.0,kcal,35.0,g,25.0,g,3.0,g,3.0,g,2.2,g,0.1,g,0.04,g,336.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
3539,Miel de españa,,,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles",100g,100g,467.0,,22.75,,0.0,g,,,0.0,g,,,0.10000000074506,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,"Snacks, Dulces y Postres"
3540,flor de esquino,,,,100g,100g,159.0,kcal,17.0,g,3.0,g,0.0,g,0.0,g,1.0,g,4.5,g,1.8,g,159.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3541,Crema de queso con trufa,125 g,Quesería Tierras Altas,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Untables, Untables salados, Quesos para untar",100g,100g,223.0,kcal,17.6,g,12.5,g,3.2,g,0.8,g,12.9,g,1.8,g,0.72,g,223.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
3542,Frised limon,,,,100g,100g,28.0,kcal,0.0,g,0.0,g,6.8,g,6.5,g,0.0,g,0.5,,,,28.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3543,Magdalenas valencianas,,Gourmet,,100g,100g,478.0,kcal,27.0,g,3.0,g,53.0,g,28.0,g,5.4,g,0.55,g,0.22,g,478.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3544,Croquetas de pollo,500,Carnes criado,,100g,100g,168.0,kcal,4.5,g,1.1,g,22.3,g,1.4,g,9.1,g,1.1,g,0.44,g,710.0,kJ,,,en:4-ultra-processed-food-and-drink-products,a,Comidas Preparadas y Envasadas
3545,Pimentón,250 g,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, en:Herbs and spices, Especias, Pimentón",100g,100g,101.0,,3.3499999999999996,,,,,,2.8,,,,0.98,,,,,,,,unknown,a,"Salsas, Condimentos y Aditivos"
3546,Lollipops corazón,,Hermanos Juan López,"Botanas, Snacks dulces, Dulces, Golosinas, Piruletas",100g,100g,390.0,kcal,0.5,g,0.5,g,98.0,g,81.0,g,0.5,g,0.10000000074506,,,,390.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",unknown,e,"Snacks, Dulces y Postres"
3547,Morcilla de Burgos,,,"Productos a base de carne, Productos cárnicos españoles, Morcilla de Burgos",100g,100g,212.0,kcal,14.2,g,6.4,g,17.2,g,1.03,g,5.9,g,0.78,g,0.312,g,212.0,kcal,,,unknown,d,"Carne, Aves y Productos Cárnicos"
3548,Torta pan de Aranda,400 g.,Alcampo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Panes, Torta de pan",100g,100g,381.5,,8.5,,,,,,3.3,,,,0.535,,,,,,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,c,"Cereales, Panadería y Pasta"
3550,Queso Zamorano,200g,El pastor,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Queso Zamorano",100g,100g,424.0,kcal,36.0,g,24.0,g,1.0,g,0.5,g,24.0,g,1.8,g,0.72,g,424.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
3551,Pan hamburguesa,330g,Panima,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes especiales, Panes para hamburguesas, Panes de molde",100g,100g,274.0,kcal,48.0,g,0.8,g,45.0,g,4.7,g,11.0,g,1.3,g,0.52,g,1202.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,c,"Carne, Aves y Productos Cárnicos"
3553,Queso idiazabal beunde,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Idiazabal",100g,100g,435.0,kcal,38.0,g,27.0,g,0.3,g,0.0,g,23.0,g,1.5,g,0.6,g,435.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
3554,Surtido pastas de té,,garcinuez,,100g,100g,487.0,kcal,19.2,g,3.8,g,71.23,g,26.7,g,4.4,g,0.14,g,0.056,g,487.0,kcal,,,unknown,d,"Cereales, Panadería y Pasta"
3555,Salmuera Cantábrico,,,,100g,100g,166.6,kcal,6.6,g,1.9,g,0.3,g,0.3,g,26.5,g,2.8,g,1.12,g,166.6,kcal,,,unknown,a,"Salsas, Condimentos y Aditivos"
3556,Aceite de Olive Virgen Extra Ecologico,500 ml,Henri Mor,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen extra, Aceites de oliva virgen",100g,100g,900.0,kcal,100.0,g,16.5,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
3557,Galletas integrales rizaditas,,Miguel y Remedios,,100g,100g,479.0,kcal,24.2,g,4.1,g,57.5,g,10.6,g,7.8,g,0.5,g,0.2,g,479.0,kcal,,,unknown,d,"Cereales, Panadería y Pasta"
3558,Queso nata de Cantabria,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Queso Nata de Cantabria",100g,100g,348.0,kcal,30.0,g,20.0,g,0.5,g,0.5,g,20.0,g,1.9,g,0.76,g,348.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
3559,Polen de España,,,,100g,100g,368.0,,3.6,,,,,,10.1,,,,0.5,,,,,,,,unknown,a,Suplementos y Artículos No Alimentarios
3560,Queso semi curado sin lactosa,,El Corte Inglés,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",100g,100g,434.0,kcal,36.5,g,25.2,g,1.5,g,0.5,g,24.8,g,2.3,g,0.92,g,434.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
3561,Vegan friendly,90 g,,,100g,100g,368.0,kcal,0.10000000149012,g,0.10000000149012,g,91.900001525879,g,35.0,g,2.0,g,0.375,g,0.15,g,368.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3562,Aceitunas aliñadas,800 g,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Productos pasteurizados, Aceitunas verdes, Aceitunas aliñadas, Aceitunas enteras, Aceitunas verdes enteras, Aceitunas verdes enteras aliñadas",serving,100g,173.0,kcal,18.0,g,3.0,g,0.1,g,0.1,g,1.0,g,4.0,g,1.6,g,710.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,e,"Frutas, Verduras y Legumbres"
3563,Siglitos flash's ice pops,,,"Postres, Congelados, Postres helados, Helados de hielo",100g,100g,3.0,kcal,0.0,g,0.0,g,0.3,g,0.1,g,0.01,g,0.1,g,0.04,g,3.0,kcal,,,unknown,a,"Snacks, Dulces y Postres"
3564,Ensalada de algas de producción ecológica tarrina,200 g,Porto-Muiños,,100g,100g,20.0,kcal,0.0,g,0.0,g,1.0,g,0.0,g,1.4,g,2.9,g,1.16,g,20.0,kcal,,,unknown,a,"Salsas, Condimentos y Aditivos"
3565,Gominola vegana &quot;abrir en caso de amorgencia&quot;,90 g,,,100g,100g,368.0,kcal,0.1,g,0.1,g,91.9,g,35.0,g,2.0,g,0.375,g,0.15,g,368.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3567,Plátano de Canarias IGP,,Compagnie Fruitière España,,100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,,,unknown,a,"Frutas, Verduras y Legumbres"
3568,Magdalenas,300 g,,"Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Magdalenas",100g,100g,421.0,kcal,20.0,g,3.0,g,54.4,g,29.0,g,5.0,g,0.5,g,0.2,g,421.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",unknown,d,"Snacks, Dulces y Postres"
3571,Big JL,,,,100g,100g,390.0,kcal,0.5,g,0.5,g,98.0,g,81.0,g,0.5,g,0.5,,,,390.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3572,Alto piura Peru,30 g,Blanxart,,100g,100g,606.0,kcal,49.04,g,1.03,g,30.08,g,27.02,g,10.01,g,0.5,,,,606.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3573,Alubias blancas cocidas 540g,,,,100g,100g,82.0,kcal,0.5,g,0.0,g,11.5,g,0.5,g,5.5,g,1.9,g,0.76,g,82.0,kcal,,,unknown,a,Comidas Preparadas y Envasadas
3574,Quescrem cream cheese with olives,150 g,Quescrem,,100g,100g,234.0,kcal,22.0,g,12.1,g,4.0,g,4.0,g,5.3,g,2.1,g,0.84,g,234.0,kcal,,,unknown,b,Lácteos y Derivados
3575,Queso Mahon Menorca Semicurado,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Mahón-Menorca",100g,100g,385.0,kcal,31.0,g,21.0,g,2.6,g,0.5,g,25.0,g,2.4,g,0.96,g,385.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
3576,Agua,5 l,Los Picachos,Agua potable preparada,100g,100g,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,unknown,a,"Bebidas, Agua e Infusiones"
3577,tortilla chips redondos,500 g,super mex,,100g,100g,479.0,kcal,20.0,g,20.0,g,67.0,g,3.0,g,6.2,g,1.1,g,0.44,g,479.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3578,Lomo Gran Reserva,,españa e hijos,,100g,100g,225.0,kcal,9.3,g,3.8,g,0.6,g,0.6,g,35.0,g,4.3,g,1.72,g,225.0,kcal,,,unknown,e,"Carne, Aves y Productos Cárnicos"
3579,Chuleta de contramuslo,760 g,Mercadona,"Productos a base de carne, Carnes, Aves, Pavo y sus productos, Pavo, en:Turkey leg meat only",100g,100g,148.8,kcal,7.6,g,2.7,g,0.0,g,0.0,g,20.1,g,0.23,g,0.092,g,622.6,kJ,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",unknown,a,"Carne, Aves y Productos Cárnicos"
3580,Atún claro,,Gourmet,,100g,100g,333.0,kcal,28.0,g,3.3,g,0.3,g,0.0,g,20.0,g,0.7,g,0.28,g,333.0,kcal,,,unknown,d,"Pescados, Mariscos y Derivados"
3581,Mejillones picantes,,Gourmet,"Productos del mar, Conservas, Molusco, Mejillones, Mejillones enlatados",100g,100g,663.0,kcal,78.0,g,1.2,g,4.0,g,0.0,g,18.0,g,1.5,g,0.6,g,663.0,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",unknown,d,"Pescados, Mariscos y Derivados"
3582,Delimiel,,,,100g,100g,101.0,,3.3499999999999996,,,,,,2.8,,,,0.98,,,,,,,,unknown,a,"Salsas, Condimentos y Aditivos"
3583,Queso de mezcla madurado,,Entrepinares,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Queso de cabra, Quesos de leche de oveja",100g,100g,410.0,kcal,34.0,g,24.0,g,1.0,g,0.5,g,25.0,g,1.6,g,0.64,g,410.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
3584,Fusilli de espelta integral,,Spiga Negra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Pastas alimenticias",100g,100g,347.0,kcal,3.5,g,0.7,g,65.1,g,4.1,g,14.5,g,0.0,g,0.0,g,1470.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
3585,Fusilli pimentón de la vera,,Spiga Negra,,100g,100g,321.5,kcal,2.0,g,0.5,g,77.0,g,4.0,g,14.3,g,0.03,g,0.012,g,1365.0,kJ,,,unknown,d,"Cereales, Panadería y Pasta"
3586,Kombucha,20 cl,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.08,g,0.01,g,0.004,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,"Bebidas, Agua e Infusiones"
3587,Kiwi deshidratado,,Sabor a España,,100g,100g,370.0,kcal,0.0,g,0.0,g,92.0,g,67.0,g,0.0,g,0.6,g,0.24,g,370.0,kcal,,,unknown,a,"Frutas, Verduras y Legumbres"
3588,Aceite Oliva Virgen Extra,750 cl.,Legado de la Sierra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen, Aceites de oliva virgen extra",100g,100g,899.0,,100.0,,,,,,0.0,,,,0.0,,,,,,,,en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
3589,Aceite Oliva Virgen Extra,750 cl.,Legado de la Sierra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España, Aceites de oliva virgen extra, Aceite de Sierra de Cazorla",100g,100g,900.0,kcal,100.0,g,12.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
3590,Queso mahón,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Mahón-Menorca",100g,100g,422.0,kcal,34.0,g,24.0,g,1.2,g,0.5,g,27.0,g,2.8,g,1.12,g,422.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,e,Lácteos y Derivados
3591,Turrón de Jijona,250g,Consum,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de almendras, Turrones blandos de almendras, Turrón de Jijona",100g,100g,568.0,kcal,39.0,g,3.2,g,35.0,g,34.0,g,17.0,g,0.01,g,0.004,g,2365.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,d,"Frutas, Verduras y Legumbres"
3592,Mermelada de Naranja sin azúcar añadido,240g,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Productos artesanales, Mermeladas y confituras de cítricos, Mermeladas y confituras artesanales, Mermeladas y confituras de naranja",100g,100g,70.0,kcal,0.3,g,0.1,g,11.8,g,9.0,g,1.1,g,0.01,g,0.004,g,293.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:1-unprocessed-or-minimally-processed-foods,a,"Snacks, Dulces y Postres"
3594,Kombucha Cítricos y Albahaca,33 cl,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.0,g,0.0,g,0.0,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,"Bebidas, Agua e Infusiones"
3595,Kombucha de Frambuesa e Hibisco,20 cl,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.0,g,0.0,g,0.0,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,"Bebidas, Agua e Infusiones"
3596,Kampanera Kombucha,20 cl,Kampanera,"Bebidas, Comidas fermentadas, Bebidas fermentadas, Bebidas de té, Té kombucha",100g,100g,19.0,kcal,0.38,g,0.03,g,3.88,g,3.29,g,0.08,g,0.01,g,0.004,g,81.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,c,"Bebidas, Agua e Infusiones"
3597,Arándanos,125 g,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas, Yogures con arándanos",100g,100g,87.0,kcal,3.9,g,2.4,g,9.9,g,9.2,g,3.0,g,0.11,g,0.044,g,365.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
3598,Sabores de España,,,,100g,100g,511.0,kcal,24.0,g,2.0,g,44.0,g,39.0,g,30.0,g,0.2,g,0.08,g,511.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3599,Turrón duro de almendra,,Sabor a España,,100g,100g,519.8,kcal,28.2,g,19.4,g,53.4,g,45.0,g,13.0,g,0.5,g,0.2,g,519.8,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3600,Mini Magdalenas Marmol,,,,100g,100g,419.0,kcal,21.1,g,3.6,g,52.1,g,28.5,g,5.1,g,1.1,g,0.44,g,419.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3601,Picante Tex-Mex,2.54 oz (72 g),Carmencita,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Especias, Mezcla de especias",100g,100g,101.0,kcal,2.8,g,0.8,g,14.2,g,9.8,g,4.8,g,52.3,g,20.92,g,426.0,kJ,,,en:3-processed-foods,a,"Salsas, Condimentos y Aditivos"
3602,Aguacates de España,,,,100g,100g,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,unknown,a,"Bebidas, Agua e Infusiones"
3603,Chocolate 70% Oscuro,,,,100g,100g,562.0,kcal,41.0,g,26.0,g,33.0,g,29.0,g,8.8,g,0.10000000074506,,,,562.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3604,Queso de oveja Idiazabal ahumado,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Idiazabal",100g,100g,425.0,kcal,36.0,g,25.0,g,0.1,g,0.1,g,25.0,g,1.7,g,0.68,g,425.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
3605,Mayonesa,,Diamir,,100g,100g,308.0,kcal,30.0,g,4.7,g,7.7,g,2.8,g,0.9,g,1.2,g,0.48,g,308.0,kcal,,,unknown,a,"Salsas, Condimentos y Aditivos"
3606,Pate de atun,,,"Productos a base de carne, Embutidos, fr:Charcuteries diverses, Paté",100g,100g,215.0,kcal,17.0,g,1.9,g,4.5,g,1.0,g,11.0,g,1.2,g,0.48,g,892.5,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,c,"Carne, Aves y Productos Cárnicos"
3607,Pastas de España,,,,100g,100g,522.0,kcal,30.0,g,11.0,g,57.0,g,24.0,g,6.5,g,0.535,,,,522.0,kcal,,,unknown,d,"Cereales, Panadería y Pasta"
3610,Serranito,250 gr,Mercadona,"Alimentos y bebidas de origen vegetal, Lácteos, Comidas fermentadas, Alimentos de origen vegetal, Productos fermentados de la leche, Frutas y verduras y sus productos, Quesos, Productos a base de carne, Verduras y hortalizas y sus productos, Comidas preparadas, Carnes, Embutidos, Hortalizas, Jamón, Carne de cerdo y sus productos, Jamón de país, Comidas con carne, Carne de cerdo, Tomates y sus productos, Jamones secos, Comidas con cerdo, Productos cárnicos españoles, Pimientos, Pimientos verdes, Jamón Serrano, en:melted-cheese",100g,100g,299.6,,20.45,,,,,,0.9,,,,3.0,,,,,,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
